stu;nb_polys;nb_smu;area;soil;soil90;text1;text2;slope1;slope2;aglim1;aglim2;mat1;mat2;zmin;zmax;use1;use2;dt;td1;td2;roo;il;wr;wm1;wm2;wm3;cfl
"332483;7;1;449.397404;\"Lo\";\"\";2;3;1;2;3;1;\"512\";\"\";150;400;3;1;2;4;5;1;1;1;2;0;0;\"M\""
"332484;7;1;269.6384424;\"Lg\";\"\";2;3;1;0;3;1;\"512\";\"\";150;400;3;1;2;4;5;1;1;2;2;0;0;\"M\""
"332485;7;1;179.7589616;\"De\";\"\";2;3;1;0;3;1;\"512\";\"\";150;400;3;1;2;4;0;1;1;2;2;0;0;\"L\""
"332486;7;1;979.024954;\"Lo\";\"\";1;2;1;0;1;1;\"112\";\"\";20;100;3;1;2;2;0;1;1;1;2;0;0;\"L\""
"332487;7;1;587.4149724;\"Lg\";\"\";1;2;1;0;1;1;\"112\";\"\";20;100;3;1;2;2;4;1;3;2;1;0;0;\"L\""
"332488;7;1;391.6099816;\"Be\";\"\";2;0;1;2;1;1;\"112\";\"\";20;100;3;1;5;0;0;1;1;1;2;0;0;\"L\""
"332489;3;1;167.7230765;\"Lo\";\"\";1;0;1;0;20;2;\"332\";\"\";20;500;3;5;3;4;0;2;2;1;2;0;0;\"M\""
"332490;3;1;71.8813185;\"Bec\";\"\";2;4;2;0;1;1;\"212\";\"\";20;500;3;5;5;0;0;2;1;1;2;0;0;\"M\""
"332491;6;1;806.8207915;\"Lo\";\"\";2;1;1;0;2;3;\"514\";\"\";20;500;3;1;2;4;5;1;2;2;2;0;0;\"L\""
"332492;6;1;484.0924749;\"Bc\";\"\";2;4;2;0;3;1;\"331\";\"212\";20;500;3;1;5;0;0;2;1;1;2;0;0;\"L\""
"332493;6;1;161.3641583;\"Lc\";\"\";2;0;1;0;2;3;\"331\";\"212\";20;500;3;1;2;4;5;1;1;1;2;0;0;\"L\""
"332494;6;1;161.3641583;\"La\";\"\";1;2;1;0;2;3;\"413\";\"331\";20;500;3;1;2;4;5;1;2;2;2;0;0;\"M\""
"332497;3;1;401.504551;\"Lo\";\"\";2;3;2;3;1;1;\"500\";\"\";500;1000;3;5;5;0;0;1;1;1;2;0;0;\"M\""
"332498;3;1;172.073379;\"Bkh\";\"\";3;4;2;3;1;1;\"212\";\"\";500;1000;3;5;5;0;0;3;1;1;2;0;0;\"M\""
"332499;28;1;3528.88361888;\"Lo\";\"\";2;3;1;2;1;1;\"521\";\"130\";100;500;3;5;5;0;0;1;1;1;2;0;0;\"M\""
"332500;28;1;1008.25246254;\"Be\";\"\";2;4;0;0;1;1;\"130\";\"212\";100;500;3;5;5;0;0;1;1;1;2;0;0;\"M\""
"332501;28;1;504.126231269;\"Bk\";\"\";3;4;2;3;1;1;\"212\";\"\";100;500;3;5;5;0;0;3;1;1;2;0;0;\"M\""
"332502;3;1;578.545646;\"Lo\";\"\";1;2;1;0;3;1;\"332\";\"\";100;200;3;1;2;2;4;1;2;1;2;0;0;\"M\""
"332503;3;1;165.298756;\"Bd\";\"\";1;0;2;0;3;1;\"332\";\"\";100;200;3;1;4;2;0;1;1;1;2;0;0;\"M\""
"332504;3;1;82.649378;\"Id\";\"\";2;4;3;0;3;1;\"212\";\"\";100;200;3;1;5;0;0;4;1;1;2;0;0;\"M\""
"332505;3;1;1601.353968;\"Lo\";\"\";1;2;2;0;3;1;\"741\";\"731\";500;1000;3;1;1;2;4;2;1;1;2;0;0;\"M\""
"332506;3;1;960.8123808;\"Bd\";\"\";1;2;2;0;3;1;\"741\";\"731\";500;1000;3;1;5;0;0;3;1;1;2;0;0;\"M\""
"332507;3;1;640.5415872;\"Id\";\"\";1;2;2;3;3;1;\"741\";\"731\";500;1000;3;1;5;0;0;4;1;1;2;0;0;\"M\""
"332508;3;1;523.96368;\"Lo\";\"\";1;2;1;2;1;1;\"332\";\"\";200;400;3;1;3;2;4;1;2;1;2;0;0;\"M\""
"332509;3;1;314.378208;\"Bc\";\"\";2;4;2;3;1;1;\"212\";\"\";200;400;3;1;5;0;0;3;1;1;2;0;0;\"M\""
"332510;3;1;209.585472;\"Bcc\";\"\";2;4;2;3;1;1;\"212\";\"\";200;400;3;1;5;0;0;3;1;1;2;0;0;\"M\""
"332511;1;1;150.1685696;\"Lo\";\"\";2;3;1;2;3;1;\"745\";\"\";100;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332512;1;1;64.3579584;\"Bd\";\"\";2;3;2;3;3;1;\"745\";\"\";100;300;3;1;5;0;0;2;1;1;2;0;0;\"M\""
"332513;2;1;89.5914558;\"Lo\";\"\";2;4;1;0;3;1;\"422\";\"232\";100;300;3;5;1;4;0;1;2;1;2;0;0;\"L\""
"332514;2;1;38.3963382;\"Be\";\"\";3;4;1;0;1;1;\"232\";\"\";100;300;3;5;5;0;0;1;1;1;2;0;0;\"L\""
"332515;11;1;492.4598214;\"Lo\";\"\";2;0;1;0;1;1;\"112\";\"\";100;300;3;1;5;0;0;1;2;1;2;0;0;\"M\""
"332516;11;1;164.1532738;\"Bd\";\"\";2;0;2;0;1;1;\"112\";\"\";100;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332518;11;1;164.1532738;\"Gd\";\"\";2;0;1;0;1;1;\"112\";\"\";100;300;3;1;5;0;0;1;1;2;1;0;0;\"M\""
"332519;33;1;980.54010495;\"Lc\";\"\";2;0;1;0;1;1;\"112\";\"\";75;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332520;33;1;54.474450275;\"Rc\";\"\";2;0;0;0;1;1;\"112\";\"\";75;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332521;33;1;54.474450275;\"Bk\";\"\";2;0;0;0;1;1;\"112\";\"\";75;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332522;8;1;596.347796;\"Lc\";\"\";3;0;1;0;1;1;\"330\";\"520\";20;500;3;1;2;4;0;1;1;1;2;0;0;\"H\""
"332523;8;1;357.8086776;\"Bc\";\"\";3;4;1;2;1;1;\"330\";\"\";20;500;3;1;5;0;0;2;1;1;2;0;0;\"H\""
"332524;8;1;238.5391184;\"Eo\";\"\";3;4;2;0;3;1;\"212\";\"\";20;500;3;1;5;0;0;3;1;1;2;0;0;\"H\""
"332525;7;1;1063.121006;\"Lc\";\"\";2;3;1;0;1;1;\"330\";\"212\";200;800;8;5;3;4;0;2;1;1;2;0;0;\"H\""
"332526;7;1;637.8726036;\"Eo\";\"\";2;3;2;3;4;3;\"212\";\"\";200;800;8;5;5;0;0;4;1;1;2;0;0;\"H\""
"332527;7;1;425.2484024;\"Ic\";\"\";2;3;3;0;3;1;\"212\";\"\";200;800;8;5;5;0;0;4;1;1;2;0;0;\"H\""
"332528;6;1;336.5518793;\"Lc\";\"\";2;3;1;2;3;1;\"112\";\"522\";100;200;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332529;6;1;96.1576798;\"Lo\";\"\";2;3;1;0;1;1;\"522\";\"150\";100;200;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332530;6;1;48.0788399;\"Lg\";\"\";2;3;1;0;20;1;\"522\";\"\";100;200;3;1;5;0;0;2;3;2;1;0;0;\"M\""
"332531;2;1;3.39998075;\"Lc\";\"\";3;0;1;0;1;1;\"112\";\"\";100;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332532;2;1;2.03998845;\"Lo\";\"\";3;0;1;0;1;1;\"112\";\"\";100;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332533;2;1;0.67999615;\"Be\";\"\";3;0;1;2;1;1;\"112\";\"\";100;300;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332534;2;1;0.67999615;\"Lg\";\"\";3;0;1;0;1;1;\"112\";\"\";100;300;3;1;5;0;0;1;3;2;2;0;0;\"M\""
"332535;4;1;226.137836;\"Lc\";\"\";2;1;1;0;1;1;\"452\";\"340\";200;700;3;1;5;0;0;2;1;1;2;0;0;\"M\""
"332536;4;1;135.6827016;\"Lg\";\"\";2;0;0;0;1;1;\"452\";\"340\";200;700;3;1;2;4;0;2;3;2;2;0;0;\"M\""
"332537;4;1;90.4551344;\"Wd\";\"\";2;0;0;0;1;1;\"452\";\"340\";200;700;3;1;1;4;0;2;4;2;2;0;0;\"M\""
"332538;2;1;69.6419416;\"Lc\";\"\";1;0;1;0;3;1;\"112\";\"\";50;100;3;1;1;2;0;1;1;1;2;0;0;\"M\""
"332539;2;1;29.8465464;\"Bcc\";\"\";2;0;1;0;3;1;\"112\";\"\";50;100;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332540;1;1;276.845824;\"La\";\"\";3;2;1;0;1;1;\"521\";\"\";200;300;3;1;5;0;0;1;3;2;1;0;0;\"H\""
"332541;1;1;276.845824;\"Bg\";\"\";2;0;2;0;3;1;\"131\";\"\";200;300;3;1;5;0;0;1;4;2;2;0;0;\"H\""
"332542;1;1;200.95368;\"La\";\"\";3;2;2;0;1;1;\"510\";\"\";0;100;3;1;2;4;0;1;2;2;1;0;0;\"H\""
"332543;1;1;120.572208;\"Po\";\"\";1;0;1;0;1;1;\"600\";\"\";0;100;3;1;4;2;0;3;2;1;2;0;0;\"H\""
"332544;1;1;80.381472;\"Lg\";\"\";2;0;1;2;1;1;\"510\";\"\";0;100;3;1;2;4;0;1;3;2;1;0;0;\"H\""
"332545;39;1;2927.2234302;\"Lg\";\"\";2;3;1;0;1;1;\"511\";\"\";50;350;1;3;3;4;0;1;3;2;1;0;0;\"M\""
"332546;39;1;325.2470478;\"Lo\";\"\";2;3;1;2;1;1;\"511\";\"\";50;350;1;3;5;0;0;1;2;1;2;0;0;\"M\""
"332549;29;1;3895.563424;\"Lg\";\"\";3;2;1;2;3;1;\"500\";\"\";350;450;3;1;5;0;0;1;3;2;1;0;0;\"M\""
"332550;29;1;2337.3380544;\"Beg\";\"\";3;4;2;3;3;1;\"331\";\"\";350;450;3;1;1;4;5;1;4;2;2;0;0;\"M\""
"332551;29;1;779.1126848;\"De\";\"\";3;2;1;2;3;1;\"500\";\"\";350;450;3;1;5;0;0;1;3;2;1;0;0;\"M\""
"332552;29;1;779.1126848;\"Lo\";\"\";3;2;1;0;1;1;\"500\";\"\";350;450;3;1;5;0;0;1;2;1;2;0;0;\"M\""
"332553;5;1;945.02308;\"Lg\";\"\";2;0;1;0;1;1;\"500\";\"412\";75;150;1;3;5;0;0;1;3;2;1;0;0;\"M\""
"332554;5;1;567.013848;\"Lo\";\"\";2;0;1;0;1;1;\"500\";\"412\";75;150;1;3;5;0;0;1;2;1;2;0;0;\"M\""
"332555;5;1;378.009232;\"Qld\";\"\";1;0;2;0;1;1;\"412\";\"\";75;150;1;3;4;2;0;1;2;1;2;0;0;\"M\""
"332558;6;1;288.4321188;\"Lg\";\"\";3;0;1;0;1;1;\"520\";\"\";150;200;1;3;5;0;0;1;3;2;2;0;0;\"M\""
"332559;6;1;123.6137652;\"Dg\";\"\";3;0;1;0;1;1;\"520\";\"\";150;200;1;3;4;4;0;1;3;2;2;0;0;\"M\""
"332560;3;1;802.219007;\"Lg\";\"\";1;2;1;0;1;1;\"412\";\"313\";150;200;3;1;2;2;4;1;3;2;1;0;0;\"M\""
"332561;3;1;481.3314042;\"Dg\";\"\";1;2;1;0;1;1;\"412\";\"313\";150;200;3;1;2;2;4;1;3;2;1;0;0;\"M\""
"332562;3;1;320.8876028;\"Po\";\"\";1;0;1;0;1;1;\"412\";\"\";150;200;3;1;3;2;0;3;2;1;2;0;0;\"M\""
"332563;6;1;189.923221;\"Lg\";\"\";2;0;1;2;1;1;\"741\";\"\";20;200;3;1;5;0;0;2;0;2;2;0;0;\"L\""
"332564;6;1;113.9539326;\"Bd\";\"\";2;0;2;3;1;1;\"741\";\"\";20;200;3;1;5;0;0;3;1;1;2;0;0;\"L\""
"332565;6;1;75.9692884;\"La\";\"\";2;0;1;2;1;1;\"741\";\"\";20;200;3;1;5;0;0;2;3;1;2;0;0;\"L\""
"332566;6;1;417.0249944;\"Lg\";\"\";2;0;1;2;1;1;\"711\";\"313\";200;300;3;1;2;4;0;2;4;2;1;0;0;\"M\""
"332567;6;1;119.1499984;\"Bg\";\"\";2;1;2;0;2;3;\"711\";\"\";200;300;3;1;5;0;0;3;3;2;1;0;0;\"H\""
"332568;6;1;59.5749992;\"Bd\";\"\";2;1;2;3;2;1;\"711\";\"\";200;300;3;1;5;0;0;4;1;1;2;0;0;\"H\""
"332569;4;1;151.9715425;\"Lg\";\"\";3;0;1;2;1;1;\"510\";\"520\";0;100;3;1;4;4;0;1;3;2;2;0;0;\"M\""
"332570;4;1;91.1829255;\"Bec\";\"\";3;4;2;0;1;1;\"220\";\"\";0;100;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332571;4;1;30.3943085;\"E\";\"\";3;4;2;0;1;1;\"220\";\"\";0;100;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332572;4;1;30.3943085;\"Lc\";\"\";3;0;1;2;1;1;\"510\";\"\";0;100;3;1;3;4;0;1;1;1;2;0;0;\"M\""
"332573;8;1;1680.9419396;\"Lg\";\"\";2;0;0;2;1;1;\"514\";\"332\";20;500;3;1;3;4;0;1;3;2;2;0;0;\"L\""
"332574;8;1;480.2691256;\"Wd\";\"\";2;1;1;0;1;1;\"332\";\"\";20;500;3;1;1;4;0;1;4;2;2;0;0;\"L\""
"332575;8;1;240.1345628;\"Bd\";\"\";2;0;1;2;1;1;\"332\";\"\";20;500;3;1;5;0;0;1;2;1;2;0;0;\"L\""
"332576;2;1;292.54372;\"Lg\";\"\";2;0;2;0;1;1;\"740\";\"111\";-999;-999;3;1;5;0;0;1;3;2;2;0;0;\"M\""
"332577;2;1;125.37588;\"Pof\";\"\";1;0;2;3;1;1;\"711\";\"730\";-999;-999;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332578;25;1;1391.07205325;\"D\";\"\";3;2;1;2;1;1;\"520\";\"\";100;250;3;1;5;0;0;1;3;2;1;0;0;\"H\""
"332579;25;1;556.4288213;\"Lo\";\"\";3;2;1;2;1;1;\"520\";\"\";100;250;3;1;5;0;0;1;2;1;1;0;0;\"M\""
"332580;25;1;417.321615975;\"Lg\";\"\";3;2;1;2;1;1;\"520\";\"\";100;250;3;1;5;0;0;1;3;2;1;0;0;\"H\""
"332581;25;1;417.321615975;\"Be\";\"\";4;5;2;3;3;1;\"331\";\"\";100;250;3;1;5;0;0;1;1;1;2;0;0;\"H\""
"332582;8;1;377.4627216;\"D\";\"\";2;3;1;0;1;1;\"522\";\"\";50;150;3;1;5;0;0;1;3;2;1;0;0;\"M\""
"332583;8;1;20.9701512;\"Lg\";\"\";2;3;1;0;1;1;\"522\";\"\";50;150;3;1;5;0;0;1;3;2;1;0;0;\"M\""
"332584;8;1;20.9701512;\"Lo\";\"\";2;3;1;0;1;1;\"522\";\"\";50;150;3;1;5;0;0;1;2;1;2;0;0;\"M\""
"332585;2;1;173.384272;\"D\";\"\";3;0;1;2;3;1;\"500\";\"\";150;200;3;1;5;0;0;1;3;2;2;0;0;\"H\""
"332586;2;1;104.0305632;\"Bd\";\"\";3;4;2;3;3;1;\"111\";\"\";150;200;3;1;2;5;0;1;1;1;2;0;0;\"H\""
"332587;2;1;69.3537088;\"Lg\";\"\";3;0;1;2;3;1;\"500\";\"\";150;200;3;1;5;0;0;1;3;2;2;0;0;\"H\""
"332588;20;1;933.859873975;\"D\";\"\";2;3;1;0;1;1;\"522\";\"457\";50;150;3;1;5;0;0;1;3;2;1;0;0;\"M\""
"332589;20;1;266.81710685;\"Lo\";\"\";2;3;1;0;1;1;\"450\";\"457\";50;150;3;1;5;0;0;1;1;1;2;0;0;\"M\""
"332590;20;1;133.408553425;\"Bd\";\"\";2;0;2;0;3;1;\"522\";\"457\";50;150;3;1;5;0;0;1;1;1;2;0;0;\"M\""
